ID|SNOMED_CID|SNOMED_FSN|SNOMED_CONCEPT_STATUS|UMLS_CUI|OCCURRENCE|USAGE|FIRST_IN_SUBSET|IS_RETIRED_FROM_SUBSET|LAST_IN_SUBSET|REPLACED_BY_SNOMED_CID
2777|166669000|Aspartate aminotransferase/serum glutamic oxaloacetic transaminase level raised (finding)|Current|C0580476|1|0.0022|201002|False||
2778|170539009|Requires polio vaccination (finding)|Current|C0581027|1|0.0022|201002|False||
2779|191618007|Bipolar affective disorder, current episode manic (disorder)|Current|C0338873|1|0.0022|201002|False||
2780|207363009|Anxiety neurosis (finding)|Current|C1279420|1|0.0022|200907|False||
2781|210456000|Open wound of anterior abdominal wall (disorder)|Current|C0432929|1|0.0022|200907|False||
2782|217093000|Fall on steps (event)|Current|C0261600|1|0.0022|200907|False||
2783|233169004|Automatic defibrillator procedure (procedure)|Current|C0397416|1|0.0022|201002|False||
2784|234171009|Drug-induced hypotension (disorder)|Current|C0340858|1|0.0022|200907|False||
2785|234335003|Allogeneic unrelated bone marrow transplant (procedure)|Current|C0398534|1|0.0022|201108|False||
2786|23924001|Tight chest (finding)|Current|C0232292|1|0.0022|200907|False||
2787|255021005|Malignant melanoma of choroid (disorder)|Current|C0346388|1|0.0022|200907|False||
2788|267513007|Deficiency anemias (disorder)|Current|C0041782|1|0.0022|201208|False||
2789|267727004|Blind or low vision - both eyes (disorder)|Current|C0565822|1|0.0022|201208|False||
2790|300228004|Hearing problem (finding)|Current|C0260662|1|0.0022|201208|False||
2791|30041005|Acute angle-closure glaucoma (disorder)|Current|C0154946|1|0.0022|200907|False||
2792|386689009|Hypothermia (finding)|Current|C0020672|1|0.0022|200907|False||
2793|4009004|Lower urinary tract infectious disease (disorder)|Current|C0268821|1|0.0022|200907|False||
2794|40926005|Moderate mixed bipolar I disorder (disorder)|Current|C0236782|1|0.0022|200907|False||
2795|41345002|Rickets (disorder)|Current|C0035579|1|0.0022|200907|False||
2796|425196008|Insertion of peripherally inserted central catheter (procedure)|Current|C1827584|1|0.0022|200907|False||
2797|429653007|Repair of reducible inguinal hernia (procedure)|Current|C1997476|1|0.0022|201208|False||
2798|54319003|Disruptive behavior disorder (disorder)|Current|C0012734|1|0.0022|200907|False||
2799|60899001|Hypertensive heart disease without congestive heart failure (disorder)|Current|C0155591|1|0.0022|200907|False||
2800|61401005|Gastric hemorrhage (disorder)|Current|C0235325|1|0.0022|200907|False||
2801|72093006|Poliomyelitis vaccination (procedure)|Current|C0199809|1|0.0022|200907|False||
2802|74770008|Exploratory laparotomy (procedure)|Current|C0085704|1|0.0022|200907|False||
2803|81531005|Diabetes mellitus type 2 in obese (disorder)|Current|C0271638|1|0.0022|201208|False||
2804|86259008|Biopsy of liver (procedure)|Current|C0193388|1|0.0022|200907|False||
2805|386804004|Disorder of menstruation (disorder)|Current|C0025345|4|0.0021|200907|False||
2806|64298006|Acquired deformity of finger due to trauma (disorder)|Current|C0158473|4|0.0021|200907|False||
2807|200722003|Pyogenic granuloma (disorder)|Current|C0085653|3|0.0021|200907|False||
2808|20824003|Chronic cholecystitis (disorder)|Current|C0085694|3|0.0021|200907|False||
2809|254666005|Keratosis (disorder)|Current|C0022593|3|0.0021|200907|False||
2810|267854005|Neurodermatitis (disorder)|Current|C0027822|3|0.0021|200907|False||
2811|284549007|Laceration of hand (disorder)|Current|C0432975|3|0.0021|200907|False||
2812|36715001|Erythema multiforme (disorder)|Current|C0014742|3|0.0021|200907|False||
2813|398199007|Aseptic necrosis of bone (disorder)|Current|C0520474|3|0.0021|200907|False||
2814|42982001|Sialoadenitis (disorder)|Current|C0037023|3|0.0021|200907|False||
2815|444967008|Hypoplasia of maxillary bone (disorder)|Current|C2919899|3|0.0021|201008|False||
2816|50172003|Lumbar spinal fusion (procedure)|Current|C0186045|3|0.0021|200907|False||
2817|51226000|Round hole of retina without detachment (disorder)|Current|C0154825|3|0.0021|201708|False||
2818|66347000|Impulse control disorder (disorder)|Current|C0021122|3|0.0021|200907|False||
2819|72325004|Cyst of thyroid (disorder)|Current|C0162299|3|0.0021|200907|False||
2820|91945006|Articular disc disorder of temporomandibular joint (disorder)|Current|C0685925|3|0.0021|200907|False||
2821|119954001|Adenoid excision (procedure)|Current|C0001425|2|0.0021|200907|False||
2822|126885006|Neoplasm of bladder (disorder)|Current|C0005695|2|0.0021|200907|False||
2823|161469008|History of depression (situation)|Current|C0455503|2|0.0021|200907|False||
2824|161511000|History of transient ischemic attack (situation)|Current|C0455536|2|0.0021|200907|False||
2825|161685006|History of tracheostomy (situation)|Current|C0455660|2|0.0021|201002|False||
2826|173171007|Lobectomy of lung (procedure)|Current|C0189497|2|0.0021|200907|False||
2827|195445008|Varicose veins of the leg with ulcer (disorder)|Current|C0553570|2|0.0021|200907|False||
2828|20425006|Labyrinthine disorder (disorder)|Current|C0022890|2|0.0021|200907|False||
2829|240215009|Prolapsed cervical intervertebral disc (disorder)|Current|C0410619|2|0.0021|200907|False||
2830|249918006|Shoulder stiff (finding)|Current|C0241042|2|0.0021|200907|False||
2831|267612009|Degeneration of macula due to cyst, hole or pseudohole (disorder)|Current|C1261331|2|0.0021|200907|False||
2832|277466009|Lymphoproliferative disorder (disorder)|Current|C0024314|2|0.0021|200907|False||
2833|309246000|Osteoarthritis of foot joint (disorder)|Current|C0586735|2|0.0021|200907|False||
2834|39839004|Diaphragmatic hernia (disorder)|Current|C0019284|2|0.0021|200907|False||
2835|404022001|Neurilemmoma (disorder)|Current|C0027809|2|0.0021|200907|False||
2836|428163005|Hypertensive left ventricular hypertrophy (disorder)|Current|C1997092|2|0.0021|200907|False||
2837|428869006|Mixed rhinitis (disorder)|Current|C1998267|2|0.0021|200907|False||
2838|443503005|Periumbilical pain (finding)|Current|C1096624|2|0.0021|201008|False||
2839|52910006|Anxiety disorder due to a general medical condition (disorder)|Current|C0236748|2|0.0021|201108|False||
2840|72900001|Familial multiple polyposis syndrome (disorder)|Current|C0032580|2|0.0021|200907|False||
2841|93458008|Foreign body in skin (disorder)|Current|C0016547|2|0.0021|200907|False||
2842|125619004|Traumatic dislocation of joint of finger (disorder)|Current|C0159956|1|0.0021|200907|False||
2843|128054009|Deep venous thrombosis of upper extremity (disorder)|Current|C2717899|1|0.0021|200907|False||
2844|17849001|Respiratory condition of fetus OR newborn (disorder)|Current|C0270146|1|0.0021|200907|False||
2845|213082003|Prosthetic joint dislocation (disorder)|Current|C0410807|1|0.0021|201108|False||
2846|21711003|Hydrosalpinx (disorder)|Current|C0221376|1|0.0021|200907|False||
2847|247154004|Macular drusen (finding)|Current|C0677628|1|0.0021|200907|False||
2848|263199001|Fracture of distal end of radius (disorder)|Current|C0435585|1|0.0021|201002|False||
2849|26786002|Scleral buckling (procedure)|Current|C0036411|1|0.0021|201108|False||
2850|303081002|Neurogenic claudication (finding)|Current|C0580173|1|0.0021|200907|False||
2851|311897005|Sacral dimple (finding)|Current|C0426848|1|0.0021|201902|False||
2852|314116003|Post infarct angina (disorder)|Current|C1278535|1|0.0021|200907|False||
2853|363410008|Malignant tumor of sigmoid colon (disorder)|Current|C0153436|1|0.0021|200907|False||
2854|370244001|Superficial laceration of hand (disorder)|Current|C1299979|1|0.0021|200907|False||
2855|371040005|Thrombotic stroke (disorder)|Current|C0242129|1|0.0021|201108|False||
2856|387603000|Impairment of balance (finding)|Current|C0241981|1|0.0021|200907|False||
2857|418189009|Child abuse (event)|Current|C0008060|1|0.0021|200907|False||
2858|425771001|Enlarging abdominal aortic aneurysm (disorder)|Current|C1960866|1|0.0021|200907|False||
2859|449082003|Sepsis caused by Gram negative bacteria (disorder)|Current|C3163829|1|0.0021|201402|False||
2860|61267008|Retinal neovascularization (disorder)|Current|C0035320|1|0.0021|200907|False||
2861|70068004|Persistent occipitoposterior position (disorder)|Current|C0269824|1|0.0021|200907|False||
2862|74333002|Spasmodic torticollis (disorder)|Current|C0152116|1|0.0021|200907|False||
2863|766877008|Constantly crying infant (finding)|Current|C4707862|1|0.0021|201808|False||
2864|93448009|Superficial ulcer of skin (disorder)|Current|C0241069|1|0.0021|200907|False||
2865|28835009|Retinitis pigmentosa (disorder)|Current|C0035334|4|0.002|200907|False||
2866|34068001|Heart valve replacement (procedure)|Current|C0190173|4|0.002|201002|False||
2867|398100001|Hereditary motor and sensory neuropathy (disorder)|Current|C0027888|4|0.002|201408|False||
2868|425878001|Cervical disc disorder (disorder)|Current|C0477633|4|0.002|200907|False||
2869|81512004|Loose body in knee (disorder)|Current|C0343161|4|0.002|201502|False||
2870|87979003|Cleft palate (disorder)|Current|C0008925|4|0.002|200907|False||
2871|213121005|Prosthetic joint infection (disorder)|Current|C0410808|3|0.002|200907|False||
2872|33118001|Closed fracture of acetabulum (disorder)|Current|C0159641|3|0.002|200907|False||
2873|39848009|Whiplash injury to neck (disorder)|Current|C0043145|3|0.002|200907|False||
2874|405772002|Congenital kyphoscoliosis (disorder)|Current|C0345392|3|0.002|200907|False||
2875|40799003|Subacromial bursitis (disorder)|Current|C0546953|3|0.002|200907|False||
2876|429494008|Postoperative seroma (disorder)|Current|C1998103|3|0.002|201002|False||
2877|444552001|Hyperplasia of mandibular bone (disorder)|Current|C2919431|3|0.002|201008|False||
2878|44730006|Uremia (disorder)|Current|C0041948|3|0.002|200907|False||
2879|57773001|Rectal prolapse (disorder)|Current|C0034888|3|0.002|200907|False||
2880|58554001|Empyema of pleura (disorder)|Current|C0014013|3|0.002|200907|False||
2881|596004|Premenstrual dysphoric disorder (disorder)|Current|C0520676|3|0.002|200907|False||
2882|61261009|Hemolytic anemia (disorder)|Current|C0002878|3|0.002|200907|False||
2883|67531005|Spina bifida (disorder)|Current|C0080178|3|0.002|200907|False||
2884|68854005|Closed fracture of head of radius (disorder)|Current|C0159716|3|0.002|200907|False||
2885|111640008|Closed fracture of radius (disorder)|Current|C0272622|2|0.002|200907|False||
2886|11980003|Burn of foot (disorder)|Current|C0274167|2|0.002|200907|False||
2887|125598003|Injury of wrist (disorder)|Current|C0043264|2|0.002|200907|False||
2888|127189005|Axillary lymphadenopathy (disorder)|Current|C0578735|2|0.002|200907|False||
2889|127199000|Inguinal lymphadenopathy (disorder)|Current|C0578736|2|0.002|200907|False||
2890|16146001|Viral bronchitis (disorder)|Current|C0276141|2|0.002|200907|False||
2891|193341001|Horseshoe retinal tear without detachment (disorder)|Current|C0154826|2|0.002|200907|False||
2892|197663003|Impaired renal function disorder (disorder)|Current|C0341677|2|0.002|200907|False||
2893|21234008|Congenital stenosis of aorta (disorder)|Current|C0265890|2|0.002|200907|False||
2894|235921003|Biliary stricture (disorder)|Current|C0597984|2|0.002|200907|False||
2895|238108007|Cachexia (finding)|Current|C0006625|2|0.002|200907|False||
2896|238318009|Continuous ambulatory peritoneal dialysis (procedure)|Current|C0031140|2|0.002|200907|False||
2897|238744006|Comedonal acne (disorder)|Current|C0406481|2|0.002|200907|False||
2898|246813002|Ptosis of eyebrow (finding)|Current|C0423122|2|0.002|200907|False||
2899|27741009|Calcific tendinitis of shoulder (disorder)|Current|C0158303|2|0.002|200907|False||
2900|287018001|Synovitis/tenosynovitis - elbow (disorder)|Current|C0564794|2|0.002|201708|False||
2901|29951006|Chronic laryngitis (disorder)|Current|C0155836|2|0.002|200907|False||
2902|307608006|Ewing's sarcoma of bone (disorder)|Current|C0585474|2|0.002|200907|False||
2903|36583000|Mixed bipolar I disorder in partial remission (disorder)|Current|C0236785|2|0.002|200907|False||
2904|367498001|Seasonal allergic rhinitis (disorder)|Current|C0018621|2|0.002|201002|False||
2905|415530009|Simple obesity (disorder)|Current|C0451819|2|0.002|200907|False||
2906|426525004|Sustained ventricular tachycardia (disorder)|Current|C0750197|2|0.002|200907|False||
2907|430715008|Bariatric operative procedure (procedure)|Current|C2315331|2|0.002|201002|False||
2908|441794001|Incomplete quadriplegia due to spinal cord lesion between fifth and seventh cervical vertebra (disorder)|Current|C2711057|2|0.002|201002|False||
2909|444658006|Nonsustained ventricular tachycardia (disorder)|Current|C2919575|2|0.002|201008|False||
2910|80098002|Diffuse Lewy body disease (disorder)|Current|C0752347|2|0.002|200907|False||
2911|85649008|Megaloblastic anemia due to folate deficiency (disorder)|Current|C0151482|2|0.002|200907|False||
2912|86414002|Contracture of joint of hand (disorder)|Current|C0158113|2|0.002|200907|False||
2913|89580002|Cryptogenic cirrhosis (disorder)|Current|C0267809|2|0.002|200907|False||
2914|91950000|Atrophy of edentulous alveolar ridge (disorder)|Current|C0155951|2|0.002|200907|False||
2915|109894007|Retained placenta (disorder)|Current|C0242669|1|0.002|200907|False||
2916|118938008|Disorder of mouth (disorder)|Current|C0026636|1|0.002|201108|False||
2917|13094009|Apnea in the newborn (finding)|Current|C0232058|1|0.002|200907|False||
2918|161687003|History of colostomy (situation)|Current|C0455662|1|0.002|201208|False||
2919|195878008|Pneumonia and influenza (disorder)|Current|C0155870|1|0.002|200907|False||
2920|206209004|Fracture of clavicle due to birth trauma (disorder)|Current|C0270094|1|0.002|200907|False||
2921|236632007|Functional disorder of bladder (disorder)|Current|C0403641|1|0.002|200907|False||
2922|239160006|Wound hematoma (finding)|Current|C0281860|1|0.002|200907|False||
2923|266413002|Tooth development and eruption disorder (disorder)|Current|C0155922|1|0.002|200907|False||
2924|266677000|Menopausal and postmenopausal disorders (disorder)|Current|C0156407|1|0.002|200907|False||
2925|267779003|Cellulitis and abscess of neck (disorder)|Current|C0157697|1|0.002|200907|False||
2926|282299006|Unable to balance (finding)|Current|C0241981|1|0.002|200907|False||
2927|29212009|Alcohol-induced organic mental disorder (disorder)|Current|C0236664|1|0.002|200907|False||
2928|307140009|Acute non-Q wave infarction (disorder)|Current|C0585017|1|0.002|201002|False||
2929|309521004|Numbness of hand (finding)|Current|C0239832|1|0.002|200907|False||
2930|309587003|Calcification of breast (finding)|Current|C0587094|1|0.002|200907|False||
2931|310582005|Implantation of intravenous dual chamber permanent pacemaker (procedure)|Current|C0588101|1|0.002|201002|False||
2932|313080005|Work-related counseling (procedure)|Current|C0730429|1|0.002|201108|False||
2933|35999006|Blighted ovum (disorder)|Current|C0266648|1|0.002|200907|False||
2934|387637008|Effusion of joint (disorder)|Current|C1253936|1|0.002|200907|False||
2935|415352004|Rotator cuff tear arthropathy (disorder)|Current|C0409860|1|0.002|200907|False||
2936|419145002|Nightmares (finding)|Current|C0028084|1|0.002|201208|False||
2937|426936004|Smoke inhalation injury (disorder)|Current|C0037367|1|0.002|200907|False||
2938|428671008|Arthropathy of lumbar facet joint (disorder)|Current|C1997954|1|0.002|200907|False||
2939|61347001|Acute duodenal ulcer with perforation (disorder)|Current|C0155995|1|0.002|200907|False||
2940|64411004|Hepatitis C antibody measurement (procedure)|Current|C0201487|1|0.002|201208|False||
2941|72010008|Removal of internal fixation device (procedure)|Current|C0185314|1|0.002|201002|False||
2942|77674003|Hemianopia (finding)|Current|C0018979|1|0.002|200907|False||
2943|79315005|Mechanical complication due to urethral indwelling catheter (disorder)|Current|C0161767|1|0.002|200907|False||
2944|91251008|Physical therapy procedure (regime/therapy)|Current|C0949766|1|0.002|201002|False||
2945|94503003|Secondary malignant neoplasm of prostate (disorder)|Current|C0347001|1|0.002|201002|False||
2946|111591002|Hypertrophy of adenoids (disorder)|Current|C0149825|3|0.0019|200907|False||
2947|14357004|Ischemic optic neuropathy (disorder)|Current|C0155305|3|0.0019|200907|False||
2948|298171004|Ankle joint inflamed (finding)|Current|C0574952|3|0.0019|200907|False||
2949|32595002|Mononeuritis (disorder)|Current|C0235880|3|0.0019|200907|False||
2950|36171008|Glomerulonephritis (disorder)|Current|C0017658|3|0.0019|200907|False||
2951|40178009|Allergic urticaria (disorder)|Current|C0149526|3|0.0019|200907|False||
2952|59026006|Blepharospasm (disorder)|Current|C0005747|3|0.0019|200907|False||
2953|6654000|Acquired hallux rigidus (disorder)|Current|C0264134|3|0.0019|200907|False||
2954|66889002|Terminal esophageal web (disorder)|Current|C0267081|3|0.0019|200907|False||
2955|77182004|Membranous glomerulonephritis (disorder)|Current|C0017665|3|0.0019|200907|False||
2956|781187003|Non-healing surgical wound (finding)|Current|NA|3|0.0019|201902|False||
2957|79962008|Diffuse spasm of esophagus (disorder)|Current|C0014863|3|0.0019|200907|False||
2958|13973009|Grand mal status (disorder)|Current|C0311335|2|0.0019|200907|False||
2959|171207006|Depression screening (procedure)|Current|C0740218|2|0.0019|201002|False||
2960|191821007|Opioid dependence in remission (disorder)|Current|C0338781|2|0.0019|200907|False||
2961|20610004|Fourth nerve palsy (disorder)|Current|C0271375|2|0.0019|200907|False||
2962|230465000|Migraine aura without headache (disorder)|Current|C0338486|2|0.0019|200907|False||
2963|26843008|Antiphospholipid syndrome (disorder)|Current|C0085278|2|0.0019|200907|False||
2964|268640002|Hypnotic or anxiolytic dependence (disorder)|Current|C0338771|2|0.0019|201002|False||
2965|276369006|Reduced fetal movement (finding)|Current|C0235659|2|0.0019|200907|False||
2966|288723005|Acute ill-defined cerebrovascular disease (disorder)|Current|C0001365|2|0.0019|200907|False||
2967|301913002|Lesion of eyelid (finding)|Current|C0578590|2|0.0019|200907|False||
2968|398022005|Vaginal wall prolapse (disorder)|Current|C0205990|2|0.0019|201002|False||
2969|40608009|Hypertropia (disorder)|Current|C0020575|2|0.0019|200907|False||
2970|427858005|Family history of malignant melanoma (situation)|Current|C1996990|2|0.0019|200907|False||
2971|44103008|Ventricular arrhythmia (disorder)|Current|C0085612|2|0.0019|200907|False||
2972|444951002|Fussy infant (finding)|Current|C0849993|2|0.0019|201008|False||
2973|49512000|Depressed bipolar I disorder in partial remission (disorder)|Current|C0236778|2|0.0019|200907|False||
2974|49526009|Presbycusis (disorder)|Current|C0033074|2|0.0019|200907|False||
2975|4996001|Hypophosphatemia (disorder)|Current|C0085682|2|0.0019|200907|False||
2976|65668001|Otorrhea (disorder)|Current|C0155540|2|0.0019|200907|False||
2977|65956007|Legal blindness (disorder)|Current|C0271215|2|0.0019|200907|False||
2978|68978004|Hyperventilation (finding)|Current|C0020578|2|0.0019|200907|False||
2979|72011007|Rheumatic aortic stenosis (disorder)|Current|C0155567|2|0.0019|200907|False||
2980|74576004|Acquired thrombocytopenia (disorder)|Current|C0154301|2|0.0019|200907|False||
2981|75934005|Metabolic disease (disorder)|Current|C0025517|2|0.0019|200907|False||
2982|85216006|Displacement of cervical intervertebral disc without myelopathy (disorder)|Current|C0158253|2|0.0019|200907|False||
2983|109913001|Benign neoplasm of meninges (disorder)|Current|C0348426|1|0.0019|201208|False||
2984|12274003|Acute peptic ulcer with hemorrhage (disorder)|Current|C0267288|1|0.0019|200907|False||
2985|162596006|Suspected victim of child abuse (situation)|Current|C0581839|1|0.0019|200907|False||
2986|169565003|Pregnant - planned (finding)|Current|C0032992|1|0.0019|200907|False||
2987|179342005|Knee joint operation (procedure)|Current|C0187769|1|0.0019|201208|False||
2988|187734007|Malignant neoplasm of cardioesophageal junction of stomach (disorder)|Current|C0346619|1|0.0019|201002|False||
2989|190818004|Waldenström macroglobulinemia (disorder)|Current|C0024419|1|0.0019|200907|False||
2990|191845006|Amphetamine or psychostimulant dependence in remission (disorder)|Current|C0338755|1|0.0019|200907|False||
2991|191919001|Nondependent cocaine abuse, episodic (disorder)|Current|C0338688|1|0.0019|201208|False||
2992|195788001|Recurrent sinusitis (disorder)|Current|C0581354|1|0.0019|200907|False||
2993|19887002|Claustrophobia (finding)|Current|C0008909|1|0.0019|201208|False||
2994|200638004|Cellulitis and abscess of toe (disorder)|Current|C0157693|1|0.0019|200907|False||
2995|206439006|Neonatal jaundice with glucose-6-phosphate dehydrogenase deficiency (disorder)|Current|C0410988|1|0.0019|200907|False||
2996|254612002|Carcinoma of endocrine pancreas (disorder)|Current|C1328479|1|0.0019|200907|False||
2997|262581006|Head burn (disorder)|Current|C0347577|1|0.0019|201902|False||
2998|262582004|Burn of face (disorder)|Current|C0433163|1|0.0019|201902|False||
2999|266464001|Hemorrhage of rectum and anus (disorder)|Current|C0019081|1|0.0019|200907|False||
3000|26682008|Homozygous beta thalassemia (disorder)|Current|C0002875|1|0.0019|200907|False||
3001|271943005|Carcinoma of base of tongue (disorder)|Current|C0346564|1|0.0019|200907|False||
3002|274710003|Lung field abnormal (finding)|Current|C0700440|1|0.0019|201208|False||
3003|27480002|Excision of bunion (procedure)|Current|C1542057|1|0.0019|200907|False||
3004|295124009|Acetaminophen overdose (disorder)|Current|C0572025|1|0.0019|200907|False||
3005|304527002|Acute asthma (disorder)|Current|C0582415|1|0.0019|200907|False||
3006|307116001|Heterozygous Factor V Leiden mutation (disorder)|Current|C0584984|1|0.0019|200907|False||
3007|309537005|Numbness of lower limb (finding)|Current|C0587055|1|0.0019|201002|False||
3008|315249005|Persistent breast nodularity (finding)|Current|C1277644|1|0.0019|201002|False||
3009|34165000|Gestational proteinuria (disorder)|Current|C0269674|1|0.0019|200907|False||
3010|359532006|Rotator cuff impingement syndrome (disorder)|Current|C1282926|1|0.0019|200907|False||
3011|413107006|Hepatitis C screening (procedure)|Current|C0948769|1|0.0019|200907|False||
3012|415238003|Rapid eye movement sleep behavior disorder (disorder)|Current|C0751772|1|0.0019|200907|False||
3013|425500002|Secondary progressive multiple sclerosis (disorder)|Current|C0751965|1|0.0019|201808|False||
3014|429487005|Dependence on continuous positive airway pressure ventilation (finding)|Current|C1997094|1|0.0019|200907|False||
3015|444816006|Embolism from thrombosis of vein of lower extremity (disorder)|Current|C2919377|1|0.0019|201208|False||
3016|56921004|Perinatal jaundice from hereditary hemolytic anemia (disorder)|Current|C0158969|1|0.0019|200907|False||
3017|66485003|Retinal scar (disorder)|Current|C0271036|1|0.0019|200907|False||
3018|71057007|Infection caused by Escherichia coli (disorder)|Current|C0014836|1|0.0019|200907|False||
3019|76612001|Hypercoagulability state (finding)|Current|C0398623|1|0.0019|201208|False||
3020|75789001|Onycholysis (disorder)|Current|C0085661|4|0.0018|200907|False||
3021|14560005|Dermal mycosis (disorder)|Current|C0011630|3|0.0018|200907|False||
3022|274770006|Alkaline phosphatase raised (finding)|Current|C0151849|3|0.0018|200907|False||
3023|40257000|Contusion of shoulder region (disorder)|Current|C0160933|3|0.0018|200907|False||
3024|429969003|Family history of polyp of colon (situation)|Current|C2317404|3|0.0018|201108|False||
3025|49263001|Spermatocele (disorder)|Current|C0037859|3|0.0018|200907|False||
3026|56819008|Endocarditis (disorder)|Current|C0014118|3|0.0018|200907|False||
3027|65508009|Granuloma annulare (disorder)|Current|C0085074|3|0.0018|200907|False||
3028|68267002|Benign intracranial hypertension (disorder)|Current|C0033845|3|0.0018|200907|False||
3029|70407001|Stridor (finding)|Current|C0038450|3|0.0018|200907|False||
3030|734986006|Complex regional pain syndrome of lower limb (disorder)|Current|C4543483|3|0.0018|201802|False||
3031|111411000|Postoperative urethral stricture (disorder)|Current|C0156284|2|0.0018|200907|False||
3032|11429006|Consultation (procedure)|Current|C0009818|2|0.0018|201002|False||
3033|129179000|Piriformis syndrome (disorder)|Current|C0458224|2|0.0018|200907|False||
3034|194779001|Hypertensive heart and renal disease with (congestive) heart failure (disorder)|Current|C0494575|2|0.0018|200907|False||
3035|194780003|Hypertensive heart and renal disease with renal failure (disorder)|Current|C0348879|2|0.0018|200907|False||
3036|208271008|Closed fracture distal humerus, lateral epicondyle (disorder)|Current|C0435552|2|0.0018|200907|False||
3037|214264003|Lethargy (finding)|Current|C0023380|2|0.0018|200907|False||
3038|232720001|Coronary artery bypass grafts x 2 (procedure)|Current|C0396767|2|0.0018|200907|False||
3039|239867006|Osteoarthritis of wrist (disorder)|Current|C0409955|2|0.0018|200907|False||
3040|268533009|Sterilization education (procedure)|Current|C0474173|2|0.0018|200907|False||
3041|274146004|Pathological fracture of vertebra (disorder)|Current|C0302491|2|0.0018|200907|False||
3042|302826002|Adrenal cortical adenoma (disorder)|Current|C0206667|2|0.0018|200907|False||
3043|30611007|Idiopathic scoliosis AND/OR kyphoscoliosis (disorder)|Current|C0036440|2|0.0018|200907|False||
3044|363392002|Malignant tumor of oropharynx (disorder)|Current|C0153382|2|0.0018|200907|False||
3045|386701004|Developmental articulation disorder (disorder)|Current|C0236828|2|0.0018|200907|False||
3046|426646004|Compression fracture of lumbar spine (disorder)|Current|C0746011|2|0.0018|200907|False||
3047|441530006|Chronic diastolic heart failure (disorder)|Current|C2711480|2|0.0018|201002|False||
3048|441667007|Abnormal cervical Papanicolaou smear with positive human papillomavirus deoxyribonucleic acid test (finding)|Current|C2711657|2|0.0018|201108|False||
3049|444507004|Exposure to Mycobacterium tuberculosis (event)|Current|C2732789|2|0.0018|201002|False||
3050|5972002|Delay when starting to pass urine (finding)|Current|C0152032|2|0.0018|200907|False||
3051|68372009|Upper respiratory tract obstruction (disorder)|Current|C0392454|2|0.0018|201002|False||
3052|69430001|Abscess of vulva (disorder)|Current|C0262666|2|0.0018|200907|False||
3053|70693003|At risk for impaired skin integrity (finding)|Current|C0231357|2|0.0018|200907|False||
3054|74107003|Acromegaly (disorder)|Current|C0001206|2|0.0018|200907|False||
3055|74686005|Mild depressed bipolar I disorder (disorder)|Current|C0236774|2|0.0018|200907|False||
3056|81099000|Cervical arthrodesis (procedure)|Current|C0186010|2|0.0018|200907|False||
3057|92439006|Benign neoplasm of thyroid gland (disorder)|Current|C0154038|2|0.0018|200907|False||
3058|109428005|Perimembranous ventricular septal defect (disorder)|Current|C0344925|1|0.0018|200907|False||
3059|11196001|Poisoning caused by opiate AND/OR related narcotic (disorder)|Current|C0274610|1|0.0018|201002|False||
3060|11836002|Primary bacterial peritonitis (disorder)|Current|C0275551|1|0.0018|200907|False||
3061|11868005|Burn of multiple sites of trunk (disorder)|Current|C0562086|1|0.0018|201002|False||
3062|128069005|Injury of abdomen (disorder)|Current|C0848377|1|0.0018|200907|False||
3063|161670000|History of cornea recipient (situation)|Current|C0455646|1|0.0018|201002|False||
3064|188151006|Malignant neoplasm of central part of female breast (disorder)|Current|C0153549|1|0.0018|200907|False||
3065|192073007|Change in personality (disorder)|Current|C0240735|1|0.0018|200907|False||
3066|197155003|Intersphincteric fistula (disorder)|Current|C0341379|1|0.0018|200907|False||
3067|197270009|Acute hepatic failure (disorder)|Current|C0162557|1|0.0018|200907|False||
3068|208393000|Fracture of metacarpal bone (disorder)|Current|C0272677|1|0.0018|200907|False||
3069|210560004|Open wound of hand, excluding finger(s) (disorder)|Current|C0555294|1|0.0018|201002|False||
3070|233817007|Triple vessel disease of the heart (disorder)|Current|C0340285|1|0.0018|200907|False||
3071|234413005|Alpha/beta lipoproteinemia (disorder)|Current|C0472793|1|0.0018|201002|False||
3072|254671003|Infection of sebaceous cyst (disorder)|Current|C0345989|1|0.0018|200907|False||
3073|288252009|Maternal infection (situation)|Current|C0239997|1|0.0018|201002|False||
3074|310439007|Urine cytology abnormal (finding)|Current|C0587955|1|0.0018|200907|False||
3075|34020007|Pneumonia caused by Streptococcus (disorder)|Current|C0155862|1|0.0018|200907|False||
3076|37320007|Acquired absence of teeth (disorder)|Current|C0080233|1|0.0018|201208|False||
3077|399957001|Peripheral arterial occlusive disease (disorder)|Current|C1306889|1|0.0018|200907|False||
3078|400066006|Intraepithelial squamous cell carcinoma (disorder)|Current|C0334245|1|0.0018|200907|False||
3079|4046000|Degenerative spondylolisthesis (disorder)|Current|C0264184|1|0.0018|200907|False||
3080|423633003|Midline cystocele (disorder)|Current|C1456248|1|0.0018|200907|False||
3081|443681002|Total replacement of left knee joint (procedure)|Current|C2732757|1|0.0018|201108|False||
3082|44378008|Partial colectomy with anastomosis (procedure)|Current|C0192850|1|0.0018|201208|False||
3083|47609003|Foreign body in esophagus (disorder)|Current|C0149532|1|0.0018|200907|False||
3084|571611000119101|Administration of varicella live vaccine (procedure)|Current|C4304851|1|0.0018|201708|False||
